mid,video_num
145998448,6
87692438,6
85445905,6
43854370,6
43403127,6
34135251,6
30507713,6
18148734,6
14829832,6
14485806,6
12065970,6
11349313,6
8964888,6
8828904,6
8314767,6
8101450,6
7965916,6
6118206,6
5701677,6
3663671,6
2592429,6
2201615,6
793061,6
574400,6
199915,6
30340,6
1920016963,7
1919353617,7
1742274827,7
1636321253,7
1570795034,7
1468306600,7
1305578223,7
1292417066,7
1288036991,7
1138231312,7
1111372327,7
1097496558,7
1055945681,7
692611676,7
623039484,7
546968968,7
503820721,7
499255060,7
410689349,7
384742859,7
381450932,7
327549355,7
287139378,7
95334691,7
82859591,7
37896248,7
33176403,7
22782703,7
20674351,7
17977334,7
16178461,7
13408419,7
13201098,7
9232442,7
7684135,7
6074208,7
5570510,7
2565338,7
1514835,7
905594,7
2126709029,8
2000676519,8
1951478555,8
1911892723,8
1845920872,8
1813355484,8
1782342595,8
1749603010,8
1677271465,8
1640010859,8
1609920889,8
1490293424,8
1451797925,8
1253998528,8
1250051924,8
1217057066,8
1211921847,8
1071993421,8
1040909140,8
1017254472,8
1005457213,8
679127344,8
662164326,8
599254182,8
529341976,8
516543529,8
474001777,8
425623653,8
372720733,8
349835777,8
343726658,8
238242280,8
108465779,8
106153312,8
65566781,8
35506793,8
32839394,8
32199222,8
27682625,8
22943325,8
20236220,8
18796087,8
17981588,8
16649310,8
13740989,8
11836162,8
8311201,8
5749332,8
3542902,8
3511516,8
2041352,8
1744076,8
1629232,8
1518831,8
915387,8
1821760400,9
1631958191,9
1514351646,9
1494109995,9
1483693028,9
1476883988,9
1475289063,9
1462391335,9
1296113267,9
1283985270,9
1273319763,9
1242456361,9
1126480831,9
652495460,9
636493549,9
629350367,9
476605952,9
395426377,9
320225995,9
229141273,9
33419912,9
31346060,9
27901028,9
26413405,9
23360330,9
22792002,9
17511965,9
6276160,9
5408879,9
4527585,9
2996709,9
2599310,9
515455,9
269918,9
2082574877,10
2073012767,10
2059201075,10
1908808301,10
1865655717,10
1845878016,10
1575858025,10
1535788044,10
1468007004,10
1382440234,10
1048674855,10
1034537291,10
669374700,10
629694393,10
545143565,10
525850968,10
512505308,10
472712134,10
435539662,10
411812743,10
402830371,10
248109460,10
129946331,10
48044886,10
32155552,10
31093572,10
24461773,10
19351697,10
14980676,10
12587793,10
6975419,10
3242119,10
2325511,10
744031,10
639235,10
571454,10
504473,10
455794,10
281680,10
23385,10
2132912895,11
2005402750,11
1784943007,11
1724942440,11
1683159082,11
1484549793,11
1463794242,11
1442355434,11
1401112858,11
1265605287,11
1252992677,11
1249759353,11
1160514215,11
1117904095,11
1094889067,11
1059724449,11
1040604211,11
667526012,11
616152518,11
498231490,11
489360804,11
434103940,11
393004195,11
389696946,11
106369383,11
106348951,11
82803440,11
27193710,11
25193913,11
22253179,11
11617542,11
11203281,11
9354907,11
8704649,11
8247516,11
5430004,11
3742241,11
3072262,11
2933593,11
2493761,11
2277475,11
1631724,11
257319,11
126676,11
118058,11
2129926005,12
2115413637,12
2064389464,12
2034172427,12
1964786482,12
1842598376,12
1762258446,12
1742355199,12
1715569439,12
1641265464,12
1253510454,12
1200516867,12
650592442,12
570296693,12
526076641,12
481447539,12
479193165,12
475348474,12
441403698,12
439074441,12
432194062,12
429502211,12
148885908,12
136322951,12
108507415,12
105295579,12
98780343,12
84127823,12
79169021,12
65714241,12
24569235,12
17967817,12
15522877,12
14931184,12
12127504,12
11919885,12
9983449,12
8084810,12
6483250,12
5970661,12
5221160,12
3523971,12
1646746,12
1602085,12
1518059,12
879478,12
529865,12
351007,12
1999738104,13
1960682407,13
1870142497,13
1844336971,13
1826989306,13
1710581961,13
1695304985,13
1674140989,13
1557142458,13
1411553322,13
1281805827,13
1269219413,13
1132450186,13
1102958400,13
1071969272,13
702773222,13
677977564,13
667037266,13
528497581,13
515744269,13
511309446,13
477904396,13
278406849,13
174211723,13
124060945,13
92610220,13
39964093,13
39488452,13
38728593,13
28205705,13
22089831,13
20875904,13
17907167,13
16534961,13
15597980,13
14493990,13
11779171,13
11500298,13
11013822,13
4447907,13
3234445,13
3179089,13
3022597,13
2002793,13
107600,13
2059243146,14
1952756215,14
1918837081,14
1854569186,14
1820024161,14
1724856393,14
1635441928,14
1621882754,14
1569389574,14
1517067289,14
1472362579,14
1458295838,14
1229661745,14
1155161027,14
1120544917,14
1055047413,14
1010318732,14
498188835,14
472056419,14
389891666,14
384085516,14
342872383,14
334537711,14
327334535,14
178357118,14
110725714,14
93962177,14
58789280,14
45519311,14
29488539,14
25691069,14
25487242,14
21292023,14
21025175,14
14041583,14
12602690,14
12411592,14
11909915,14
7840430,14
7701793,14
7418277,14
3232485,14
2044905,14
173247,14
161803,14
36677,14
2079522008,15
1993694809,15
1699152346,15
1687766935,15
1674242827,15
1604544950,15
1566652449,15
1420419918,15
1320742569,15
1239518334,15
1027581210,15
1026591550,15
1004127267,15
679318148,15
650262353,15
623161468,15
475052410,15
383388032,15
302199093,15
297293105,15
258592987,15
172015294,15
81441759,15
64836051,15
29002992,15
14977446,15
13676468,15
11537944,15
9312446,15
8217442,15
8198901,15
6193767,15
4235319,15
3188835,15
3027110,15
2115078,15
1716560,15
1519134,15
863287,15
2069799757,16
1953558829,16
1707853573,16
1511924791,16
1251806725,16
1224830833,16
702411002,16
558984017,16
520424576,16
507793429,16
500289236,16
493252584,16
489772340,16
477679591,16
441519110,16
261737865,16
249348093,16
195670272,16
51457065,16
25397402,16
24461374,16
20873473,16
13178002,16
12349444,16
10675863,16
7922204,16
7794347,16
5870649,16
5866210,16
4071581,16
1782710,16
823798,16
612271,16
572274,16
402326,16
342214,16
214029,16
2111549706,17
1890662098,17
1709066906,17
1648836961,17
1612858588,17
1577293636,17
1531227247,17
1381403831,17
1262316876,17
1254658605,17
1185495353,17
1039584302,17
1037615578,17
504460731,17
502843089,17
482318682,17
474767851,17
424729808,17
410520501,17
356651009,17
283260822,17
73857541,17
35819875,17
25032753,17
11605092,17
11012265,17
5788217,17
4201037,17
3328498,17
3204673,17
2427071,17
2369483,17
1583472,17
675652,17
2081318489,18
1802508747,18
1632064048,18
1566352490,18
1548880519,18
1459446062,18
1386205390,18
1294678093,18
1186762218,18
1048095329,18
666946916,18
550655637,18
514600263,18
394760624,18
377042295,18
350764795,18
347784817,18
313064642,18
271887040,18
187907182,18
98874115,18
94375859,18
51234175,18
34275382,18
32926827,18
32096754,18
21685335,18
9847819,18
9311399,18
8429488,18
2846912,18
2061306,18
1516083,18
198507,18
2136901507,19
2103339232,19
2005590425,19
1874964584,19
1829051701,19
1741307981,19
1715364989,19
1637486568,19
1619878166,19
1611629135,19
1533569609,19
1518296186,19
1489920584,19
1441210790,19
1311405530,19
1227964496,19
1181247064,19
699094856,19
690608692,19
596433669,19
436305812,19
412630000,19
403880852,19
396466366,19
381475604,19
348677594,19
342260186,19
336442974,19
109834414,19
95061837,19
19218934,19
16955731,19
15384077,19
12348381,19
11794236,19
10742948,19
8446999,19
5341246,19
5320543,19
3478945,19
2997958,19
2474047,19
2416879,19
1369729,19
1369596,19
797356,19
425286,19
178645,19
150388,19
2080041576,20
2004980155,20
1970153302,20
1858271923,20
1826309835,20
1704351924,20
1694610556,20
1692720413,20
1630494154,20
1568890789,20
1369650463,20
1267463286,20
1219505772,20
1087725318,20
1085546349,20
702355574,20
690291069,20
628061724,20
626934757,20
560668404,20
535828322,20
498263161,20
435403748,20
435201473,20
401090202,20
393885664,20
383994444,20
353016112,20
87429152,20
43156010,20
20098960,20
17059522,20
14407544,20
14131991,20
12678325,20
9528430,20
9000964,20
8212351,20
7033997,20
6168451,20
5971153,20
4405549,20
3946421,20
2945435,20
663030,20
126401,20
2022787460,21
1907738575,21
1802937912,21
1648978526,21
1620923329,21
1428975974,21
1307325151,21
1147353799,21
1098845992,21
611116531,21
559908566,21
416231451,21
128912828,21
69229475,21
46358031,21
32589074,21
24293396,21
13684315,21
11717971,21
9264492,21
7375144,21
4932862,21
3415362,21
3338927,21
3209150,21
2387669,21
2202922,21
1682261,21
821499,21
2129498611,22
2053456684,22
1943499143,22
1931030982,22
1874807146,22
1803585918,22
1766160737,22
1739085910,22
1731037094,22
1727965578,22
1662679564,22
1601895109,22
1569210258,22
1381622782,22
1377219279,22
1281818069,22
1104048496,22
1100868441,22
702843929,22
546192461,22
504674421,22
484947299,22
481966745,22
406861467,22
385331112,22
375808112,22
346381116,22
323255389,22
268116282,22
29032319,22
14881818,22
13101068,22
11431931,22
10632947,22
5430002,22
4718716,22
3337432,22
3280205,22
2971374,22
1850809,22
1817276,22
860774,22
848398,22
147297,22
29080,22
2110900767,23
2049968320,23
2000244836,23
1929855385,23
1886584783,23
1652576593,23
1522046925,23
1521875866,23
1489184103,23
1308965231,23
614258400,23
492921093,23
488836173,23
457061412,23
456514587,23
437044819,23
383784478,23
358569407,23
286914392,23
272705818,23
89253253,23
33801277,23
27177244,23
24924516,23
19872419,23
17725484,23
13206531,23
13158687,23
11771366,23
9969774,23
4734101,23
3057684,23
2996496,23
2972199,23
2284443,23
1929287,23
1780645,23
2144805585,24
1917237530,24
1701192807,24
1426714555,24
1084472933,24
674228183,24
592726738,24
483430868,24
449104879,24
367896833,24
366525894,24
220293909,24
67524738,24
54302078,24
40836269,24
8979548,24
7209795,24
6930077,24
6595843,24
4211156,24
3102590,24
2790405,24
1506609,24
1479945,24
625978,24
430589,24
2045277190,25
1979294609,25
1680630163,25
1596550204,25
1560641990,25
1269309692,25
1231188121,25
1084222017,25
692992615,25
667097486,25
501218873,25
411861391,25
392380092,25
359082596,25
351856931,25
324897535,25
255593788,25
247586004,25
229874516,25
180247922,25
174676055,25
118754720,25
30791929,25
22612759,25
17476582,25
10847989,25
6223905,25
2866258,25
687304,25
493539,25
2011200445,26
2005024168,26
1543083238,26
1436878388,26
1402290747,26
1220317431,26
612321074,26
565227904,26
488288502,26
427903198,26
323065306,26
161287332,26
125812535,26
24892260,26
21374533,26
13951530,26
13226045,26
11515052,26
9066351,26
8646769,26
7912791,26
4613840,26
2519929,26
1480838,26
1464586,26
1344144,26
926620,26
893750,26
780791,26
514073,26
511017,26
501280,26
424005,26
124703,26
62359,26
2123801125,27
2093872604,27
2072052979,27
1999095012,27
1936358544,27
1834090921,27
1810786106,27
1704076207,27
1294973752,27
1225040494,27
1224950348,27
1216158888,27
1087714512,27
690608714,27
674839637,27
629814419,27
604197572,27
568209135,27
523968439,27
427275473,27
398046086,27
394877484,27
380132653,27
39743256,27
38808836,27
33708487,27
20649174,27
19076344,27
2241833,27
2231439,27
1969028,27
649833,27
2067739276,28
1780983970,28
1710146343,28
1523315824,28
1419971617,28
1144478480,28
670473494,28
563126727,28
513183186,28
472848826,28
341122517,28
324884920,28
96975902,28
50635063,28
24003005,28
19950322,28
7564991,28
4637750,28
4592453,28
1721774,28
411016,28
343490,28
327993,28
2108754496,29
1986925924,29
1881110844,29
1705007318,29
1688076885,29
1602464609,29
1313300815,29
1263525525,29
1241843977,29
1152597935,29
1114539017,29
1034105844,29
612658912,29
429964467,29
413107335,29
379251305,29
364728311,29
297361951,29
164867520,29
94363275,29
51269394,29
43679276,29
39196585,29
17799504,29
16907771,29
16485175,29
12634911,29
8702159,29
8221825,29
6406913,29
6102740,29
3585860,29
3259819,29
3016287,29
2128800,29
1484324,29
736584,29
2022864237,30
1993395129,30
1408868907,30
1395549000,30
1328664579,30
1160825658,30
688492564,30
662777221,30
630559288,30
565286306,30
529107543,30
521287997,30
433189681,30
429866241,30
350286202,30
294154743,30
24967030,30
19486158,30
1947434,30
1926687,30
1700332,30
574322,30
214832,30
213647,30
7239,30
1398,30
1908273021,31
1880226316,31
1815640545,31
1795366254,31
1710361170,31
1520905828,31
1422240684,31
1389464337,31
1355412269,31
1222755399,31
609570409,31
582225536,31
524279657,31
492472287,31
491652986,31
364519161,31
197621852,31
94126049,31
90820845,31
80630492,31
79415186,31
23105244,31
22081435,31
13856460,31
10205731,31
8093066,31
4406831,31
4365322,31
3324664,31
3265126,31
2315247,31
1563548,31
752015,31
298217,31
2119815078,32
1898580542,32
1840878197,32
1779286757,32
1605972301,32
1436893874,32
1434027068,32
1274610906,32
1265380228,32
1262608078,32
1097060010,32
686979207,32
647332642,32
583235899,32
490794838,32
488744718,32
378606811,32
348878854,32
242067082,32
237140787,32
134637395,32
81534454,32
27697073,32
27554691,32
23100916,32
20675652,32
15299208,32
12706482,32
10759587,32
9361427,32
7238137,32
4968023,32
4697767,32
772698,32
648053,32
170484,32
40513,32
2018113152,33
1951760606,33
1863822023,33
1657741341,33
1575790132,33
1360561961,33
1306091103,33
1129417147,33
672455305,33
612560157,33
519445886,33
482480476,33
471934420,33
314513297,33
313248263,33
238742575,33
233299554,33
207429670,33
125964693,33
22092066,33
13151907,33
13014543,33
12093303,33
10276136,33
8923428,33
7340453,33
1566230,33
1298993,33
679945,33
488085,33
2060740799,34
1970998002,34
1962374457,34
1954091502,34
1376650682,34
1221600493,34
1129115529,34
1070397650,34
670129669,34
321515030,34
96264399,34
36450968,34
33780565,34
28872319,34
12120515,34
7524760,34
6783704,34
3303103,34
2048677,34
446536,34
443287,34
298523,34
2133610663,35
2115139772,35
2058194452,35
1771138364,35
1330766232,35
699327470,35
694914748,35
669045252,35
521137269,35
520776389,35
364670866,35
289347107,35
172427807,35
71657517,35
65463088,35
27632493,35
22420295,35
21191392,35
14123818,35
4652433,35
3060972,35
2424614,35
1485569,35
554576,35
385167,35
1979535505,36
1848290057,36
1825301994,36
1785908279,36
1712293375,36
1618589648,36
1477351728,36
1348728457,36
1329085897,36
1241565217,36
1210816252,36
1033698887,36
698585219,36
687730248,36
620770508,36
515053790,36
482303454,36
324607600,36
258875006,36
22470348,36
14150553,36
11181582,36
4254032,36
3244791,36
2505240,36
2309276,36
2006574783,37
1958703906,37
1822027685,37
1816653243,37
1706304861,37
1430541064,37
1410055126,37
1285890335,37
1156637837,37
1091531216,37
527004636,37
473708883,37
443940499,37
388092833,37
318981218,37
44237258,37
12960120,37
8292054,37
7482932,37
7360754,37
4249389,37
2240157,37
542746,37
441569,37
391753,37
2066224812,38
1609261349,38
1453221585,38
1308913495,38
1123156073,38
1084324803,38
632368824,38
589130737,38
516773400,38
456749835,38
394214997,38
385042281,38
384941915,38
303246676,38
230927369,38
150123190,38
109564538,38
54393198,38
42770455,38
31803247,38
15341371,38
12752343,38
12548532,38
7016631,38
6699767,38
5887731,38
5816642,38
4971404,38
2523666,38
475570,38
368097,38
2114905950,39
2078225540,39
1903502807,39
1865791469,39
1408772106,39
1324211803,39
1322881625,39
1308967115,39
476903292,39
381439252,39
323774877,39
321059359,39
84520595,39
65568410,39
40741210,39
34063004,39
25050531,39
21882176,39
14045966,39
11512994,39
8034132,39
4053453,39
2294686,39
1889516,39
1753451,39
1728950,39
90873,39
2072717192,40
1939568047,40
1921596130,40
1849519124,40
1472906636,40
1356474660,40
690608690,40
677736203,40
516678537,40
477597410,40
441315555,40
431493530,40
295047677,40
99603384,40
96457812,40
12918458,40
8435856,40
4718291,40
4365978,40
2702600,40
2239559,40
2229195,40
1308393,40
2139886807,41
2000609327,41
1802654492,41
1745191666,41
1713770620,41
1588646945,41
1485277312,41
1061694607,41
690030493,41
556027338,41
438756539,41
249684302,41
39876273,41
19147010,41
18932485,41
17683304,41
8760033,41
2750975,41
2075874,41
864045,41
1923344666,42
1723206278,42
1435332583,42
1302129189,42
1184238527,42
1155425566,42
1141334416,42
558070435,42
499276043,42
430828121,42
165643613,42
130016056,42
88271743,42
35727599,42
34785075,42
18362166,42
17850535,42
16965625,42
9962651,42
755641,42
598578,42
2100944625,43
2036015357,43
2022031253,43
1809810330,43
1723100461,43
1636421096,43
1528953296,43
1461919177,43
1063487269,43
690608695,43
604738184,43
503622929,43
350832135,43
319975083,43
181998984,43
62312879,43
36996701,43
32242019,43
22547074,43
18070579,43
11659353,43
11222009,43
10510808,43
7495405,43
5742946,43
4131251,43
3914363,43
1742630,43
1547718,43
278296,43
1661917600,44
1651474144,44
1556629067,44
1263118823,44
524575529,44
500762399,44
424592055,44
398402288,44
50754735,44
37170037,44
33343699,44
22837810,44
12768031,44
12580217,44
7498906,44
3049402,44
906279,44
429075,44
428523,44
352332,44
1483935022,45
1471298380,45
1353152128,45
1279798292,45
1258178536,45
690608710,45
542341668,45
470085432,45
358336849,45
255168680,45
176234825,45
169409674,45
23120066,45
21203842,45
14897804,45
12261171,45
7309773,45
406135,45
2126507529,46
2113007488,46
1968726571,46
1598050030,46
1584039005,46
1573017790,46
1422451239,46
690608711,46
666726803,46
660912261,46
558070436,46
441606900,46
434319922,46
430328256,46
385160231,46
373854628,46
275529510,46
209306657,46
28821597,46
19612544,46
17992194,46
12348934,46
8772820,46
7664000,46
7591465,46
3802666,46
2847434,46
2084828421,47
2009235986,47
1927037753,47
1736214473,47
1623513461,47
1300421811,47
1180963055,47
1177051282,47
1116072703,47
1099227208,47
544597576,47
509050400,47
481694509,47
480820393,47
438777818,47
436749840,47
399366198,47
259285720,47
146977967,47
125694602,47
85439564,47
19986917,47
12867370,47
11693346,47
11362225,47
10351999,47
9700000,47
9347814,47
8718389,47
7652319,47
136107,47
1865376713,48
703068520,48
697737710,48
650573749,48
484451346,48
451025339,48
435858133,48
374017536,48
58226190,48
38286918,48
29866854,48
28343084,48
15097846,48
13954468,48
12450452,48
6455916,48
5860011,48
2055691,48
632960,48
490700,48
372936,48
1172063310,49
636674318,49
505814286,49
505183397,49
503441693,49
474103425,49
341688520,49
180177570,49
160526160,49
75767058,49
20946335,49
12862137,49
10591930,49
7380366,49
7033120,49
6708494,49
3951862,49
2915852,49
2037141,49
1809637,49
895536,49
588034,49
1942864208,50
1674274422,50
667042223,50
160024260,50
97007897,50
57871034,50
25415856,50
16217876,50
6481343,50
2989080,50
2096422,50
41806,50
1795716989,51
1263271233,51
1257095895,51
690608694,51
674084328,51
648809981,51
612823436,51
593793031,51
547498202,51
407963172,51
397244810,51
390043592,51
33031951,51
27735697,51
17832530,51
17794913,51
16409654,51
9556654,51
4339573,51
3774410,51
2809226,51
2141162,51
487902,51
2111566071,52
2064099563,52
1819548520,52
1775966996,52
1315870194,52
1267348553,52
1209958561,52
569192826,52
504062903,52
440738032,52
432253466,52
297972069,52
231881947,52
176528442,52
132834024,52
82343185,52
12823143,52
5453827,52
926723,52
323153,52
2109291877,53
1589833236,53
1545968622,53
1212701254,53
416203727,53
390647282,53
145279034,53
70606554,53
37756047,53
34522499,53
12070947,53
6365248,53
6189012,53
5331818,53
4242014,53
4013175,53
3287291,53
2182817,53
731556,53
554883,53
484055,53
140543,53
1827016353,54
1497089648,54
599505098,54
562935153,54
487425423,54
443039029,54
85816940,54
51299730,54
1283658,54
734133,54
542498,54
2051555906,55
1952914799,55
1943729690,55
1869949659,55
1428441528,55
689274741,55
688335924,55
394688237,55
350838179,55
155957707,55
82717585,55
66669754,55
36322249,55
32518773,55
28677456,55
20272422,55
13920382,55
13089665,55
7391608,55
5005968,55
4943067,55
589185,55
521885,55
106415,55
1573437898,56
1394160176,56
1359460505,56
1270402498,56
1164975438,56
1030723991,56
526071118,56
525299904,56
401979257,56
40796901,56
27176897,56
8230334,56
3268143,56
2386343,56
2005546384,57
1980588332,57
1863644136,57
1792034157,57
1466592156,57
1372675026,57
549256707,57
523866328,57
499713932,57
493083336,57
356395260,57
294025534,57
171272634,57
165421379,57
104138094,57
86722859,57
58353598,57
48217254,57
33887063,57
33775994,57
17576229,57
12945093,57
8024660,57
1881866,57
398431,57
1553780731,58
1502895122,58
1222026215,58
1112031857,58
632171719,58
597823619,58
557080920,58
442191864,58
438848253,58
331249454,58
189654435,58
105167515,58
36265198,58
23943594,58
22411036,58
20558903,58
14427356,58
10726207,58
5467364,58
2361123,58
1743015,58
261325,58
166617,58
2042629175,59
1634413860,59
1062342323,59
589351234,59
351335373,59
144984743,59
32906095,59
29371864,59
17479767,59
14675261,59
13552255,59
12431536,59
12344466,59
7714504,59
1934292,59
1662426,59
1792461375,60
1420890712,60
1382719257,60
1145291829,60
1006140314,60
666726800,60
551527845,60
488082206,60
473513205,60
396463331,60
188888131,60
47831360,60
41160587,60
26541399,60
23263470,60
17391103,60
14868240,60
13630808,60
10369514,60
6251904,60
4378782,60
2284456,60
1284680,60
770719,60
1824597784,61
1658766768,61
1439938649,61
1035652768,61
618107325,61
521950190,61
518490855,61
485231759,61
470473531,61
429983758,61
350754158,61
296880903,61
15225468,61
8978401,61
3068376,61
1736210,61
867152,61
589181,61
1899392933,62
1730842065,62
1340967709,62
1202416628,62
670725269,62
93893014,62
74186521,62
12588077,62
8558528,62
8078438,62
5005356,62
4870889,62
3189048,62
1760361,62
1516482,62
2143967328,63
1678686361,63
1484169431,63
1027973491,63
652298653,63
589799673,63
430219038,63
121107598,63
48732146,63
21911535,63
18808866,63
5963844,63
5482095,63
2930964,63
1641117,63
839059,63
117906,63
2080453815,64
1880188304,64
1652111117,64
1585307828,64
1238492302,64
1230463982,64
1098488751,64
703007996,64
626405217,64
606293627,64
591843065,64
391127091,64
100407541,64
49142760,64
27897339,64
4997542,64
4637682,64
147688,64
1277309396,65
692437895,65
475656353,65
473967891,65
398655122,65
285763930,65
20966016,65
16929267,65
14200670,65
13838369,65
9293142,65
1788955,65
1598199,65
370515,65
13475,65
1964304376,66
1789113291,66
1531735495,66
690608702,66
674539396,66
668648017,66
629586440,66
486364707,66
480918808,66
396001169,66
176836079,66
173435110,66
142527799,66
107151862,66
49922172,66
39952788,66
35749736,66
30688252,66
12939237,66
11399495,66
9418083,66
3614240,66
1495003,66
52522,66
1927279531,67
1657906522,67
1296133469,67
703055595,67
601481495,67
474200495,67
21682845,67
9923775,67
9111939,67
8039394,67
7780379,67
2960092,67
2867683,67
2740798,67
2393138,67
1333101968,68
1027871419,68
510189715,68
410124536,68
398302256,68
269063537,68
261648990,68
74130542,68
47868246,68
41654706,68
18018364,68
5628025,68
4832930,68
3672017,68
3006717,68
1967619,68
2005690250,69
1849006220,69
1288322599,69
1231880683,69
642391225,69
595407557,69
503026492,69
435243735,69
230437990,69
76080175,69
66733002,69
17364887,69
10053777,69
9667357,69
4425196,69
3409997,69
3215962,69
1491996,69
801836,69
690608687,70
519186734,70
178464220,70
57119113,70
31909735,70
14352053,70
8571340,70
4727663,70
2006452883,71
1931763107,71
1292049379,71
1051422690,71
1041786022,71
698168210,71
550457147,71
526225523,71
91915017,71
42407494,71
15811099,71
3333821,71
2028757342,72
1236638112,72
591892279,72
351782431,72
56546937,72
32946464,72
10255309,72
4516245,72
3301695,72
2634922,72
1330426,72
310941,72
1854400894,73
1472898403,73
1405589619,73
1129165390,73
690608689,73
560887630,73
531329531,73
431311100,73
430091486,73
131347356,73
25933381,73
16405753,73
6915333,73
3432647,73
535848,73
1644476000,74
1394476714,74
1172602599,74
1025491703,74
698524795,74
574317507,74
514665245,74
442769447,74
24626465,74
11416708,74
1278545,74
2008705943,75
1968783589,75
1874711872,75
1570624336,75
1544125954,75
690608709,75
504140200,75
345648420,75
26087398,75
8628040,75
4482037,75
820535,75
651649,75
109798,75
2052064438,76
1575399192,76
690608691,76
515587396,76
476725595,76
257492,76
204965,76
1535525542,77
1289581866,77
1287031552,77
1152334866,77
676656809,77
472360498,77
218972880,77
74110502,77
49584022,77
35231887,77
4622813,77
2899681,77
666953,77
210628,77
1513469779,78
1404424740,78
44062985,78
30527188,78
12272233,78
3345849,78
3070918,78
1996131,78
1880355910,79
1846208014,79
1703797642,79
437959238,79
230487728,79
174589427,79
10293305,79
9411611,79
2650919,79
686340,79
662172,79
1829633422,80
1493178194,80
1437582453,80
1077738277,80
492724746,80
32724937,80
25852539,80
4675985,80
854442,80
1988157612,81
1682889553,81
474593911,81
470992099,81
46225073,81
23279074,81
3570093,81
2228208,81
835644,81
1086330105,82
690608712,82
525978277,82
6141432,82
4709498,82
4322043,82
4176573,82
1530836,82
2114332408,83
1788955114,83
1774062024,83
