,mid,video_num,动画,国创,影视,音乐,游戏,鬼畜,生活,科技,动物圈,舞蹈,知识,美食,纪录片,娱乐,运动
0,178464220.0,70.0,2,1,1,65,1,,,,,,,,,,
1,484322035.0,380.0,141,,1,70,128,1,32,3,4,,,,,,
2,510100897.0,84.0,22,,,43,11,,6,,,2,,,,,
3,446536.0,34.0,12,,,,15,,7,,,,,,,,
4,32906095.0,59.0,27,,,3,3,,25,,,,1,,,,
5,8718389.0,47.0,18,,,3,24,,2,,,,,,,,
6,17977334.0,7.0,1,,,,6,,,,,,,,,,
7,2592429.0,6.0,,,,,游戏,,,,,,,,,,
8,521070071.0,194.0,149,,,4,12,,12,1,13,,,3,,,
9,508191.0,212.0,178,,1,5,9,,19,,,,,,,,
10,171272634.0,57.0,32,,2,7,5,,9,,2,,,,,,
11,222288454.0,153.0,27,,,47,32,,29,,,7,10,,1,,
12,396001169.0,66.0,30,,,4,25,,1,,,,,,,6,
13,12272233.0,78.0,21,,,,52,,2,,,,,,,,3
14,406987.0,3.0,,,,,游戏,,,,,,,,,,
15,793061.0,6.0,1,,,,2,,3,,,,,,,,
16,41806.0,50.0,10,,,,31,,6,,,,3,,,,
17,434319922.0,46.0,15,,,3,25,,2,,,,1,,,,
18,687304.0,25.0,,,,,20,,5,,,,,,,,
19,1480838.0,26.0,16,,,,3,,7,,,,,,,,
20,5023410.0,89.0,10,,,10,13,,55,,1,,,,,,
21,4365322.0,31.0,27,,,3,1,,,,,,,,,,
22,51269394.0,29.0,,,,8,20,,1,,,,,,,,
23,508963009.0,144.0,75,,1,40,27,1,,,,,,,,,
24,3221223.0,435.0,3,,,2,415,,15,,,,,,,,
25,19872419.0,23.0,4,,1,4,2,,11,,,,,1,,,
26,166617.0,58.0,5,,,4,49,,,,,,,,,,
27,1316965.0,456.0,1,,,,454,,1,,,,,,,,
28,2115078.0,15.0,9,,,4,,,,,2,,,,,,
29,345819190.0,266.0,127,1,,21,90,,26,,,,,,,1,
30,1442771.0,120.0,12,,,30,68,,9,,,1,,,,,
31,600985.0,205.0,85,,,1,115,,3,,,1,,,,,
32,668479385.0,188.0,155,,,26,2,,3,,,,,2,,,
33,49464709.0,89.0,39,,,9,37,,4,,,,,,,,
34,57260085.0,132.0,2,,,,130,,,,,,,,,,
35,423902976.0,190.0,88,,,70,28,,4,,,,,,,,
36,238537745.0,325.0,281,,,19,22,,3,,,,,,,,
37,692437895.0,65.0,51,,,5,7,,2,,,,,,,,
38,427623918.0,226.0,88,,,43,83,,8,,,,,,,4,
39,153373112.0,0.0,,,,,,,,,,,,,,,
,mid,video_num,动画,生活,音乐,游戏,娱乐,纪录片,美食,影视,舞蹈,科技,汽车,动物圈,知识,运动,鬼畜,国创
0,410484677,378,323,1,32,22,,,,,,,,,,,,
1,493539,25,11,,8,6,,,,,,,,,,,,
2,475348474,12,8,,2,2,,,,,,,,,,,,
3,434662713,415,139,2,243,27,4,,,,,,,,,,,
4,345648420,75,40,,32,2,,1,,,,,,,,,,
5,18149131,272,157,3,64,47,,,1,,,,,,,,,
6,454673997,4311,1573,13,51,2671,,,2,1,,,,,,,,
7,3663671,6,,3,,1,,,2,,,,,,,,,
8,562037265,102,66,2,26,8,,,,,,,,,,,,
9,300312007,139,13,23,86,13,,,3,,1,,,,,,,
10,15810,1096,,12,,1076,,,,,,2,6,,,,,
11,15811099,71,13,5,,53,,,,,,,,,,,,
12,824087,111,32,58,7,4,,,1,,,2,,1,6,,,
13,1998929,258,199,10,20,18,,,1,1,7,,2,,,,,
14,3287291,53,30,6,4,11,,,,,,,,,1,1,,
15,2304086,121,2,7,1,94,,,,,,4,,,13,,,
16,516543529,8,6,,2,,,,,,,,,,,,,
17,47441,344,221,7,1,98,,,,,12,1,,,3,,1,
18,97340936,197,105,17,42,8,,,1,,,,,19,1,,,4
19,12065970,6,3,,,3,,,,,,,,,,,,
,mid,video_num,动画,舞蹈,生活,音乐,游戏,科技,知识,鬼畜,国创,美食,娱乐,动物圈,影视
0,16965625,42,18,1,7,1,15,,,,,,,,
1,130016056,42,3,,2,,35,1,1,,,,,,
2,8084810,12,5,,,,7,,,,,,,,
3,14397053,782,19,,10,1,752,,,,,,,,
4,181559741,327,174,5,30,99,10,,1,1,2,2,3,,
5,1996131,78,32,,3,,41,,,,,1,,1,
6,7380366,49,34,,,6,9,,,,,,,,
7,3234445,13,1,,,3,9,,,,,,,,
8,174919184,218,156,,10,2,43,,,4,,,,1,2
9,413748120,321,217,3,11,47,39,,,,,1,2,1,
10,652203744,170,45,,,6,117,,,,,,,2,
11,5696525,2,动画,,,,,,,,,,,,
12,559908566,21,动画,,,,,,,,,,,,
13,512480,252,4,,,210,38,,,,,,,,
14,325325965,161,34,,1,126,,,,,,,,,
15,1753451,39,9,,2,24,2,,,,,,,2,
16,7498906,44,,,,42,1,1,,,,,,,
17,3032688,310,37,,21,14,238,,,,,,,,
18,1592759,389,86,,133,7,151,1,1,,,,,10,
19,2284443,23,8,,1,1,13,,,,,,,,
20,317000,116,4,,2,,109,,,1,,,,,
21,472712134,10,4,,5,1,,,,,,,,,
22,7805371,1,,,,音乐,,,,,,,,,
23,12127504,12,6,,5,,1,,,,,,,,
24,411861391,25,7,,3,,15,,,,,,,,
25,351007,12,2,,,,10,,,,,,,,
26,580482351,278,168,1,77,16,16,,,,,,,,
27,17683304,41,30,,7,,4,,,,,,,,
28,1764912,186,91,,11,20,62,,1,1,,,,,
29,10196457,539,2,,1,,536,,,,,,,,
,mid,video_num,动画,生活,动物圈,音乐,游戏,美食,知识,科技,番剧,舞蹈,汽车,鬼畜
0,1869304,275,195,24,1,13,42,,,,,,,
1,5398196,355,132,82,3,11,124,1,2,,,,,
2,88687,168,68,61,,8,15,,15,1,,,,
3,12367735,145,114,,,7,18,,,,6,,,
4,386900246,149,69,18,2,51,9,,,,,,,
5,2601367,230,161,3,,15,51,,,,,,,
6,1782710,16,,,,,游戏,,,,,,,
7,385501313,474,285,10,,14,165,,,,,,,
8,441666968,156,116,,,10,30,,,,,,,
9,410741448,439,150,131,,53,105,,,,,,,
10,441606900,46,18,21,,2,3,2,,,,,,
11,10077023,151,67,47,,12,23,2,,,,,,
12,452100632,201,49,7,,1,144,,,,,,,
13,12485637,299,91,14,,186,8,,,,,,,
14,1473830,1734,851,5,,108,769,,,,,1,,
15,477780496,693,627,,,32,34,,,,,,,
16,278093107,278,86,110,,7,73,,2,,,,,
17,20381746,230,198,1,,18,13,,,,,,,
18,550611,1146,8,4,,,1133,,,,,,1,
19,1576121,223,155,4,,7,56,,,,,,,1
,mid,video_num,动画,生活,影视,音乐,游戏,动物圈,国创,美食,知识,娱乐,鬼畜,舞蹈,科技
0,391614061,101,42,10,2,41,6,,,,,,,,
1,296909317,521,296,2,,76,147,,,,,,,,
2,434563934,915,437,2,,45,431,,,,,,,,
3,28821597,46,6,3,,2,35,,,,,,,,
4,372984197,341,226,34,,22,59,,,,,,,,
5,1809637,49,37,3,,3,6,,,,,,,,
6,412180051,234,159,1,,6,68,,,,,,,,
7,504473,10,动画,,,,,,,,,,,,
8,488978908,138,15,,,123,,,,,,,,,
9,12752343,38,6,1,,30,1,,,,,,,,
10,10255309,72,14,4,,45,5,4,,,,,,,
11,471723540,159,80,17,,12,40,2,1,1,6,,,,
12,23155481,238,79,115,2,21,20,,,,,1,,,
13,106348951,11,3,,,5,2,,,1,,,,,
14,517060084,112,95,1,,4,12,,,,,,,,
15,402370331,99,27,6,,3,63,,,,,,,,
16,1548911,5,,1,,4,,,,,,,,,
17,10053157,83,,5,,35,38,,,1,2,,2,,
18,434334701,459,182,7,,81,181,,,1,,3,,2,2
19,4280541,87,2,4,,1,79,,,,1,,,,
,mid,video_num,动画,生活,音乐,游戏,鬼畜,美食,时尚,动物圈,知识,舞蹈,科技,影视,资讯,运动
0,353361863,202,92,1,50,59,,,,,,,,,,
1,326968804,134,108,2,14,9,1,,,,,,,,,
2,244069,92,4,2,43,43,,,,,,,,,,
